K	delta	s	b	NashEh	NashRh	CS01h	CS12h	TS01h	TS12h	Coop01h	Coop12h
0	1	-2.5	0.93	11.76	6.24	0	20	0	13.74	0	0
0	1	-2.5	0.94	12.18	6.58	0	20	0	14.06	0	0
0	1	-2.5	0.95	12.62	6.92	0	20	0	14.38	0	0
0	1	-2.5	0.96	13.1	7.26	0	20	0	14.68	0	0
0	1	-2.5	0.97	13.6	7.62	0	20	0	15	0	0
0	1	-2.5	0.98	14.08	8	0	20	0	15.32	0	0
0	1	-2.5	0.99	14.56	8.4	0	20	0	15.64	0	0
0	1	-2.5	1	15.12	8.8	0	20	0	15.96	0	0
0	1	-3	0	0	0	0	0	0	0	0	0
0	1	-3	0.01	0	0	0	0	0	0	0	0
0	1	-3	0.02	0	0	0	0	0	0	0	0
0	1	-3	0.03	0	0	0	0.04	0	0	0	0
0	1	-3	0.04	0	0	0	0.04	0	0	0	0
0	1	-3	0.05	0	0	0	0.1	0	0.02	0	0
0	1	-3	0.06	0	0	0	0.12	0	0.04	0	0
0	1	-3	0.07	0	0	0	0.18	0	0.06	0	0
0	1	-3	0.08	0	0	0	0.22	0	0.08	0	0
0	1	-3	0.09	0	0	0	0.32	0	0.1	0	0
0	1	-3	0.1	0	0	0	0.38	0	0.12	0	0
0	1	-3	0.11	0.02	0	0	0.46	0	0.16	0	0
0	1	-3	0.12	0.02	0	0	0.54	0	0.18	0	0
0	1	-3	0.13	0.02	0	0	0.62	0	0.22	0	0
0	1	-3	0.14	0.04	0	0	0.74	0	0.26	0	0
0	1	-3	0.15	0.06	0	0	0.86	0	0.3	0	0
0	1	-3	0.16	0.06	0	0	0.98	0	0.34	0	0
0	1	-3	0.17	0.08	0	0	1.1	0	0.38	0	0
0	1	-3	0.18	0.1	0	0	1.2	0	0.42	0	0
0	1	-3	0.19	0.1	0	0	1.36	0	0.48	0	0
0	1	-3	0.2	0.12	0	0	1.5	0	0.52	0	0
0	1	-3	0.21	0.14	0	0	1.66	0	0.58	0	0
0	1	-3	0.22	0.18	0	0	1.82	0	0.64	0	0
0	1	-3	0.23	0.2	0	0	1.96	0	0.7	0	0
0	1	-3	0.24	0.22	0	0	2.14	0	0.76	0	0
0	1	-3	0.25	0.24	0.02	0	2.34	0	0.82	0	0
0	1	-3	0.26	0.28	0.02	0	2.52	0	0.9	0	0
0	1	-3	0.27	0.32	0.02	0	2.7	0	0.96	0	0
0	1	-3	0.28	0.34	0.02	0	2.88	0	1.04	0	0
0	1	-3	0.29	0.38	0.02	0	3.1	0	1.12	0	0
0	1	-3	0.3	0.42	0.04	0	3.32	0	1.2	0	0
0	1	-3	0.31	0.46	0.04	0	3.54	0	1.28	0	0
0	1	-3	0.32	0.5	0.04	0	3.76	0	1.38	0	0
0	1	-3	0.33	0.56	0.06	0	3.98	0	1.48	0	0
0	1	-3	0.34	0.6	0.06	0	4.22	0	1.56	0	0
0	1	-3	0.35	0.66	0.08	0	4.48	0	1.66	0	0
0	1	-3	0.36	0.72	0.08	0	4.74	0	1.76	0	0
0	1	-3	0.37	0.78	0.1	0	4.98	0	1.86	0	0
0	1	-3	0.38	0.84	0.1	0	5.28	0	1.98	0	0
0	1	-3	0.39	0.9	0.12	0	5.52	0	2.1	0	0
0	1	-3	0.4	0.96	0.14	0	5.82	0	2.2	0	0
0	1	-3	0.41	1.04	0.14	0	6.1	0	2.32	0	0
0	1	-3	0.42	1.1	0.16	0	6.4	0	2.44	0	0
0	1	-3	0.43	1.18	0.18	0	6.72	0	2.58	0	0
0	1	-3	0.44	1.26	0.2	0	7.02	0	2.7	0	0
0	1	-3	0.45	1.34	0.22	0	7.34	0	2.84	0	0
0	1	-3	0.46	1.44	0.24	0	7.68	0	2.98	0	0
0	1	-3	0.47	1.54	0.26	0	8.02	0	3.12	0	0
0	1	-3	0.48	1.62	0.3	0	8.36	0	3.26	0	0
0	1	-3	0.49	1.72	0.32	0	8.72	0	3.42	0	0
0	1	-3	0.5	1.82	0.36	0	9.1	0	3.58	0	0
0	1	-3	0.51	1.92	0.38	0	9.48	0	3.72	0	0
0	1	-3	0.52	2.04	0.42	0	9.86	0	3.9	0	0
0	1	-3	0.53	2.16	0.46	0	10.26	0	4.06	0	0
0	1	-3	0.54	2.28	0.5	0	10.66	0	4.24	0	0
0	1	-3	0.55	2.4	0.54	0	11.06	0	4.42	0	0
0	1	-3	0.56	2.54	0.58	0	11.52	0	4.58	0	0
0	1	-3	0.57	2.66	0.62	0	11.92	0	4.78	0	0
0	1	-3	0.58	2.8	0.68	0	12.4	0	4.96	0	0
0	1	-3	0.59	2.94	0.74	0	12.84	0	5.16	0	0
0	1	-3	0.6	3.1	0.8	0	13.36	0	5.36	0	0
0	1	-3	0.61	3.26	0.86	0	13.8	0	5.56	0	0
0	1	-3	0.62	3.4	0.92	0	14.34	0	5.78	0	0
0	1	-3	0.63	3.58	0.98	0	14.86	0	5.98	0	0
0	1	-3	0.64	3.74	1.06	0	15.36	0	6.2	0	0
0	1	-3	0.65	3.92	1.14	0	15.9	0	6.44	0	0
0	1	-3	0.66	4.1	1.22	0	16.46	0	6.66	0	0
0	1	-3	0.67	4.28	1.3	0	17.08	0	6.88	0	0
0	1	-3	0.68	4.48	1.4	0	17.68	0	7.14	0	0
0	1	-3	0.69	4.68	1.5	0	18.28	0	7.38	0	0
0	1	-3	0.7	4.88	1.6	0	18.88	0	7.62	0	0
0	1	-3	0.71	5.1	1.72	0	19.52	0	7.88	0	0
0	1	-3	0.72	5.32	1.82	0	20	0	8.14	0	0
0	1	-3	0.73	5.54	1.96	0	20	0	8.4	0	0
0	1	-3	0.74	5.78	2.08	0	20	0	8.68	0	0
0	1	-3	0.75	6.02	2.22	0	20	0	8.96	0	0
0	1	-3	0.76	6.26	2.36	0	20	0	9.24	0	0
0	1	-3	0.77	6.52	2.52	0	20	0	9.5	0	0
0	1	-3	0.78	6.78	2.68	0	20	0	9.82	0	0
0	1	-3	0.79	7.06	2.86	0	20	0	10.1	0	0
0	1	-3	0.8	7.34	3.04	0	20	0	10.4	0	0
0	1	-3	0.81	7.64	3.22	0	20	0	10.7	0	0
0	1	-3	0.82	7.94	3.42	0	20	0	11	0	0
0	1	-3	0.83	8.24	3.64	0	20	0	11.32	0	0
0	1	-3	0.84	8.56	3.86	0	20	0	11.64	0	0
0	1	-3	0.85	8.9	4.1	0	20	0	11.94	0	0
0	1	-3	0.86	9.22	4.34	0	20	0	12.28	0	0
0	1	-3	0.87	9.58	4.6	0	20	0	12.62	0	0
0	1	-3	0.88	9.96	4.86	0	20	0	12.92	0	0
0	1	-3	0.89	10.34	5.14	0	20	0	13.26	0	0
0	1	-3	0.9	10.72	5.44	0	20	0	13.6	0	0
0	1	-3	0.91	11.12	5.74	0	20	0	13.94	0	0
0	1	-3	0.92	11.54	6.06	0	20	0	14.26	0	0
0	1	-3	0.93	11.98	6.38	0	20	0	14.62	0	0
0	1	-3	0.94	12.42	6.72	0	20	0	14.96	0	0
0	1	-3	0.95	12.88	7.06	0	20	0	15.3	0	0
0	1	-3	0.96	13.36	7.42	0	20	0	15.66	0	0
0	1	-3	0.97	13.86	7.78	0	20	0	15.98	0	0
0	1	-3	0.98	14.36	8.16	0	20	0	16.32	0	0
0	1	-3	0.99	14.92	8.56	0	20	0	16.66	0	0
0	1	-3	1	15.46	8.96	0	20	0	17	0	0
0	1	-3.5	0	0	0	0	0	0	0	0	0
0	1	-3.5	0.01	0	0	0	0	0	0	0	0
0	1	-3.5	0.02	0	0	0	0	0	0	0	0
0	1	-3.5	0.03	0	0	0	0.02	0	0	0	0
0	1	-3.5	0.04	0	0	0	0.04	0	0	0	0
0	1	-3.5	0.05	0	0	0	0.08	0	0.02	0	0
0	1	-3.5	0.06	0	0	0	0.12	0	0.04	0	0
0	1	-3.5	0.07	0	0	0	0.18	0	0.06	0	0
0	1	-3.5	0.08	0	0	0	0.24	0	0.08	0	0
0	1	-3.5	0.09	0	0	0	0.3	0	0.1	0	0
0	1	-3.5	0.1	0	0	0	0.38	0	0.12	0	0
0	1	-3.5	0.11	0.02	0	0	0.44	0	0.14	0	0
0	1	-3.5	0.12	0.02	0	0	0.54	0	0.18	0	0
0	1	-3.5	0.13	0.02	0	0	0.64	0	0.22	0	0
0	1	-3.5	0.14	0.04	0	0	0.74	0	0.24	0	0
0	1	-3.5	0.15	0.04	0	0	0.84	0	0.28	0	0
0	1	-3.5	0.16	0.06	0	0	0.96	0	0.34	0	0
0	1	-3.5	0.17	0.08	0	0	1.1	0	0.38	0	0
0	1	-3.5	0.18	0.1	0	0	1.2	0	0.42	0	0
0	1	-3.5	0.19	0.1	0	0	1.34	0	0.46	0	0
0	1	-3.5	0.2	0.12	0	0	1.5	0	0.52	0	0
0	1	-3.5	0.21	0.14	0	0	1.64	0	0.58	0	0
0	1	-3.5	0.22	0.16	0	0	1.78	0	0.64	0	0
0	1	-3.5	0.23	0.2	0	0	1.96	0	0.7	0	0
0	1	-3.5	0.24	0.22	0	0	2.14	0	0.76	0	0
0	1	-3.5	0.25	0.24	0.02	0	2.32	0	0.82	0	0
0	1	-3.5	0.26	0.28	0.02	0	2.5	0	0.9	0	0
0	1	-3.5	0.27	0.32	0.02	0	2.68	0	0.96	0	0
0	1	-3.5	0.28	0.34	0.02	0	2.9	0	1.04	0	0
0	1	-3.5	0.29	0.38	0.02	0	3.1	0	1.12	0	0
0	1	-3.5	0.3	0.42	0.04	0	3.32	0	1.2	0	0
0	1	-3.5	0.31	0.46	0.04	0	3.54	0	1.28	0	0
0	1	-3.5	0.32	0.5	0.04	0	3.78	0	1.38	0	0
0	1	-3.5	0.33	0.56	0.06	0	4	0	1.48	0	0
0	1	-3.5	0.34	0.6	0.06	0	4.24	0	1.56	0	0
0	1	-3.5	0.35	0.66	0.08	0	4.48	0	1.66	0	0
0	1	-3.5	0.36	0.72	0.08	0	4.76	0	1.76	0	0
0	1	-3.5	0.37	0.78	0.1	0	5.02	0	1.86	0	0
0	1	-3.5	0.38	0.84	0.1	0	5.28	0	1.98	0	0
0	1	-3.5	0.39	0.9	0.12	0	5.56	0	2.08	0	0
0	1	-3.5	0.4	0.96	0.14	0	5.84	0	2.22	0	0
0	1	-3.5	0.41	1.04	0.14	0	6.14	0	2.32	0	0
0	1	-3.5	0.42	1.1	0.16	0	6.46	0	2.46	0	0
0	1	-3.5	0.43	1.18	0.18	0	6.76	0	2.58	0	0
0	1	-3.5	0.44	1.26	0.2	0	7.06	0	2.7	0	0
0	1	-3.5	0.45	1.34	0.22	0	7.4	0	2.84	0	0
0	1	-3.5	0.46	1.44	0.24	0	7.74	0	2.98	0	0
0	1	-3.5	0.47	1.52	0.26	0	8.06	0	3.12	0	0
0	1	-3.5	0.48	1.62	0.3	0	8.42	0	3.28	0	0
0	1	-3.5	0.49	1.72	0.32	0	8.78	0	3.42	0	0
0	1	-3.5	0.5	1.82	0.36	0	9.16	0	3.58	0	0
0	1	-3.5	0.51	1.94	0.38	0	9.54	0	3.74	0	0
0	1	-3.5	0.52	2.04	0.42	0	9.92	0	3.92	0	0
0	1	-3.5	0.53	2.16	0.46	0	10.32	0	4.1	0	0
0	1	-3.5	0.54	2.28	0.5	0	10.74	0	4.26	0	0
0	1	-3.5	0.55	2.4	0.54	0	11.14	0	4.44	0	0
0	1	-3.5	0.56	2.54	0.58	0	11.58	0	4.64	0	0
0	1	-3.5	0.57	2.66	0.62	0	12.04	0	4.82	0	0
0	1	-3.5	0.58	2.8	0.68	0	12.5	0	5.02	0	0
0	1	-3.5	0.59	2.96	0.74	0	12.94	0	5.22	0	0
0	1	-3.5	0.6	3.1	0.8	0	13.44	0	5.42	0	0
0	1	-3.5	0.61	3.26	0.86	0	13.92	0	5.64	0	0
0	1	-3.5	0.62	3.4	0.92	0	14.44	0	5.86	0	0
0	1	-3.5	0.63	3.58	0.98	0	14.96	0	6.08	0	0
0	1	-3.5	0.64	3.74	1.06	0	15.5	0	6.32	0	0
0	1	-3.5	0.65	3.92	1.14	0	16.04	0	6.56	0	0
0	1	-3.5	0.66	4.1	1.22	0	16.62	0	6.78	0	0
0	1	-3.5	0.67	4.3	1.3	0	17.2	0	7.04	0	0
0	1	-3.5	0.68	4.48	1.4	0	17.78	0	7.3	0	0
0	1	-3.5	0.69	4.7	1.5	0	18.44	0	7.54	0	0
0	1	-3.5	0.7	4.9	1.6	0	19.08	0	7.82	0	0
0	1	-3.5	0.71	5.1	1.72	0	19.74	0	8.08	0	0
0	1	-3.5	0.72	5.34	1.82	0	20	0	8.36	0	0
0	1	-3.5	0.73	5.56	1.96	0	20	0	8.64	0	0
0	1	-3.5	0.74	5.8	2.08	0	20	0	8.92	0	0
0	1	-3.5	0.75	6.04	2.22	0	20	0	9.2	0	0
0	1	-3.5	0.76	6.3	2.36	0	20	0	9.5	0	0
0	1	-3.5	0.77	6.56	2.52	0	20	0	9.8	0	0
0	1	-3.5	0.78	6.82	2.68	0	20	0	10.12	0	0
0	1	-3.5	0.79	7.1	2.86	0	20	0	10.44	0	0
0	1	-3.5	0.8	7.4	3.04	0	20	0	10.74	0	0
0	1	-3.5	0.81	7.7	3.24	0	20	0	11.06	0	0
0	1	-3.5	0.82	8	3.44	0	20	0	11.4	0	0
0	1	-3.5	0.83	8.32	3.64	0	20	0	11.72	0	0
0	1	-3.5	0.84	8.64	3.88	0	20	0	12.06	0	0
0	1	-3.5	0.85	8.98	4.12	0	20	0	12.4	0	0
0	1	-3.5	0.86	9.32	4.36	0	20	0	12.72	0	0
0	1	-3.5	0.87	9.7	4.62	0	20	0	13.08	0	0
0	1	-3.5	0.88	10.06	4.88	0	20	0	13.42	0	0
0	1	-3.5	0.89	10.46	5.16	0	20	0	13.76	0	0
0	1	-3.5	0.9	10.86	5.46	0	20	0	14.12	0	0
0	1	-3.5	0.91	11.28	5.76	0	20	0	14.46	0	0
0	1	-3.5	0.92	11.7	6.06	0	20	0	14.8	0	0
0	1	-3.5	0.93	12.1	6.4	0	20	0	15.14	0	0
0	1	-3.5	0.94	12.56	6.72	0	20	0	15.48	0	0
0	1	-3.5	0.95	13.02	7.06	0	20	0	15.82	0	0
0	1	-3.5	0.96	13.48	7.4	0	20	0	16.14	0	0
0	1	-3.5	0.97	13.96	7.76	0	20	0	16.48	0	0
0	1	-3.5	0.98	14.44	8.14	0	20	0	16.84	0	0
0	1	-3.5	0.99	14.94	8.5	0	20	0	17.16	0	0
0	1	-3.5	1	15.44	8.88	0	20	0	17.48	0	0
0	1	-4	0	0	0	0	0	0	0	0	0
0	1	-4	0.01	0	0	0	0	0	0	0	0
0	1	-4	0.02	0	0	0	0	0	0	0	0
0	1	-4	0.03	0	0	0	0.02	0	0	0	0
0	1	-4	0.04	0	0	0	0.06	0	0.02	0	0
0	1	-4	0.05	0	0	0	0.08	0	0.02	0	0
0	1	-4	0.06	0	0	0	0.12	0	0.04	0	0
0	1	-4	0.07	0	0	0	0.18	0	0.06	0	0
0	1	-4	0.08	0	0	0	0.22	0	0.08	0	0
0	1	-4	0.09	0	0	0	0.32	0	0.1	0	0
0	1	-4	0.1	0	0	0	0.36	0	0.12	0	0
0	1	-4	0.11	0.02	0	0	0.44	0	0.14	0	0
0	1	-4	0.12	0.02	0	0	0.54	0	0.18	0	0
0	1	-4	0.13	0.02	0	0	0.62	0	0.2	0	0
0	1	-4	0.14	0.04	0	0	0.74	0	0.26	0	0
0	1	-4	0.15	0.04	0	0	0.84	0	0.28	0	0
0	1	-4	0.16	0.06	0	0	0.96	0	0.34	0	0
0	1	-4	0.17	0.08	0	0	1.08	0	0.38	0	0
0	1	-4	0.18	0.1	0	0	1.22	0	0.42	0	0
0	1	-4	0.19	0.1	0	0	1.36	0	0.48	0	0
0	1	-4	0.2	0.12	0	0	1.48	0	0.52	0	0
0	1	-4	0.21	0.14	0	0	1.62	0	0.58	0	0
0	1	-4	0.22	0.18	0	0	1.8	0	0.64	0	0
0	1	-4	0.23	0.2	0	0	1.98	0	0.7	0	0
0	1	-4	0.24	0.22	0	0	2.14	0	0.76	0	0
0	1	-4	0.25	0.24	0.02	0	2.32	0	0.82	0	0
0	1	-4	0.26	0.28	0.02	0	2.5	0	0.9	0	0
0	1	-4	0.27	0.32	0.02	0	2.7	0	0.98	0	0
0	1	-4	0.28	0.34	0.02	0	2.9	0	1.04	0	0
0	1	-4	0.29	0.38	0.02	0	3.1	0	1.12	0	0
0	1	-4	0.3	0.42	0.04	0	3.32	0	1.2	0	0
0	1	-4	0.31	0.46	0.04	0	3.56	0	1.28	0	0
0	1	-4	0.32	0.52	0.04	0	3.78	0	1.38	0	0
0	1	-4	0.33	0.56	0.06	0	4	0	1.46	0	0
0	1	-4	0.34	0.6	0.06	0	4.26	0	1.56	0	0
0	1	-4	0.35	0.66	0.08	0	4.48	0	1.66	0	0
0	1	-4	0.36	0.72	0.08	0	4.76	0	1.76	0	0
0	1	-4	0.37	0.78	0.1	0	5.04	0	1.88	0	0
0	1	-4	0.38	0.84	0.1	0	5.28	0	1.98	0	0
0	1	-4	0.39	0.9	0.12	0	5.58	0	2.1	0	0
0	1	-4	0.4	0.96	0.14	0	5.86	0	2.2	0	0
0	1	-4	0.41	1.04	0.14	0	6.18	0	2.32	0	0
0	1	-4	0.42	1.1	0.16	0	6.48	0	2.44	0	0
0	1	-4	0.43	1.18	0.18	0	6.76	0	2.58	0	0
0	1	-4	0.44	1.26	0.2	0	7.08	0	2.7	0	0
0	1	-4	0.45	1.36	0.22	0	7.42	0	2.84	0	0
0	1	-4	0.46	1.44	0.24	0	7.76	0	2.98	0	0
0	1	-4	0.47	1.54	0.26	0	8.1	0	3.14	0	0
0	1	-4	0.48	1.62	0.3	0	8.46	0	3.28	0	0
0	1	-4	0.49	1.72	0.32	0	8.82	0	3.44	0	0
0	1	-4	0.5	1.82	0.36	0	9.2	0	3.6	0	0
0	1	-4	0.51	1.94	0.38	0	9.58	0	3.76	0	0
0	1	-4	0.52	2.04	0.42	0	9.98	0	3.92	0	0
0	1	-4	0.53	2.16	0.46	0	10.4	0	4.1	0	0
0	1	-4	0.54	2.28	0.5	0	10.8	0	4.28	0	0
0	1	-4	0.55	2.4	0.54	0	11.24	0	4.46	0	0
0	1	-4	0.56	2.54	0.58	0	11.68	0	4.66	0	0
0	1	-4	0.57	2.66	0.62	0	12.1	0	4.86	0	0
0	1	-4	0.58	2.8	0.68	0	12.58	0	5.04	0	0
0	1	-4	0.59	2.96	0.74	0	13.06	0	5.26	0	0
0	1	-4	0.6	3.1	0.8	0	13.52	0	5.48	0	0
0	1	-4	0.61	3.26	0.86	0	14.04	0	5.68	0	0
0	1	-4	0.62	3.4	0.92	0	14.56	0	5.92	0	0
0	1	-4	0.63	3.58	0.98	0	15.08	0	6.14	0	0
0	1	-4	0.64	3.74	1.06	0	15.62	0	6.38	0	0
0	1	-4	0.65	3.92	1.14	0	16.2	0	6.62	0	0
0	1	-4	0.66	4.1	1.22	0	16.74	0	6.86	0	0
0	1	-4	0.67	4.3	1.3	0	17.36	0	7.12	0	0
0	1	-4	0.68	4.5	1.4	0	17.96	0	7.38	0	0
0	1	-4	0.69	4.7	1.5	0	18.6	0	7.64	0	0
0	1	-4	0.7	4.9	1.6	0	19.24	0	7.92	0	0
0	1	-4	0.71	5.12	1.72	0	19.92	0	8.2	0	0
0	1	-4	0.72	5.34	1.82	0	20	0	8.48	0	0
0	1	-4	0.73	5.56	1.96	0	20	0	8.76	0	0
0	1	-4	0.74	5.8	2.08	0	20	0	9.04	0	0
0	1	-4	0.75	6.04	2.22	0	20	0	9.34	0	0
0	1	-4	0.76	6.3	2.36	0	20	0	9.64	0	0
0	1	-4	0.77	6.54	2.52	0	20	0	9.94	0	0
0	1	-4	0.78	6.82	2.68	0	20	0	10.24	0	0
0	1	-4	0.79	7.1	2.86	0	20	0	10.54	0	0
0	1	-4	0.8	7.36	3.04	0	20	0	10.86	0	0
0	1	-4	0.81	7.66	3.24	0	20	0	11.18	0	0
0	1	-4	0.82	7.96	3.44	0	20	0	11.48	0	0
0	1	-4	0.83	8.26	3.64	0	20	0	11.8	0	0
0	1	-4	0.84	8.58	3.88	0	20	0	12.12	0	0
0	1	-4	0.85	8.9	4.1	0	20	0	12.46	0	0
0	1	-4	0.86	9.22	4.36	0	20	0	12.78	0	0
0	1	-4	0.87	9.56	4.62	0	20	0	13.12	0	0
0	1	-4	0.88	9.92	4.88	0	20	0	13.44	0	0
0	1	-4	0.89	10.26	5.16	0	20	0	13.76	0	0
0	1	-4	0.9	10.62	5.44	0	20	0	14.1	0	0
0	1	-4	0.91	11.02	5.74	0	20	0	14.44	0	0
0	1	-4	0.92	11.38	6.04	0	20	0	14.78	0	0
0	1	-4	0.93	11.78	6.36	0	20	0	15.12	0	0
0	1	-4	0.94	12.18	6.68	0	20	0	15.44	0	0
0	1	-4	0.95	12.6	7.02	0	20	0	15.78	0	0
0	1	-4	0.96	13.02	7.36	0	20	0	16.12	0	0
0	1	-4	0.97	13.46	7.7	0	20	0	16.46	0	0
0	1	-4	0.98	13.9	8.06	0	20	0	16.8	0	0
0	1	-4	0.99	14.34	8.42	0	20	0	17.12	0	0
0	1	-4	1	14.84	8.78	0	20	0	17.46	0	0
0	1	-5	0	0	0	0	0	0	0	0	0
0	1	-5	0.01	0	0	0	0	0	0	0	0
0	1	-5	0.02	0	0	0	0	0	0	0	0
0	1	-5	0.03	0	0	0	0.02	0	0	0	0
0	1	-5	0.04	0	0	0	0.06	0	0.02	0	0
0	1	-5	0.05	0	0	0	0.1	0	0.02	0	0
0	1	-5	0.06	0	0	0	0.12	0	0.04	0	0
0	1	-5	0.07	0	0	0	0.2	0	0.06	0	0
0	1	-5	0.08	0	0	0	0.24	0	0.08	0	0
0	1	-5	0.09	0	0	0	0.3	0	0.1	0	0
0	1	-5	0.1	0	0	0	0.36	0	0.12	0	0
0	1	-5	0.11	0.02	0	0	0.44	0	0.14	0	0
0	1	-5	0.12	0.02	0	0	0.54	0	0.18	0	0
0	1	-5	0.13	0.02	0	0	0.62	0	0.2	0	0
0	1	-5	0.14	0.04	0	0	0.72	0	0.24	0	0
0	1	-5	0.15	0.04	0	0	0.84	0	0.28	0	0
0	1	-5	0.16	0.06	0	0	0.96	0	0.32	0	0
0	1	-5	0.17	0.08	0	0	1.08	0	0.38	0	0
0	1	-5	0.18	0.1	0	0	1.2	0	0.42	0	0
0	1	-5	0.19	0.1	0	0	1.34	0	0.46	0	0
0	1	-5	0.2	0.12	0	0	1.48	0	0.52	0	0
0	1	-5	0.21	0.14	0	0	1.66	0	0.58	0	0
0	1	-5	0.22	0.18	0	0	1.8	0	0.64	0	0
0	1	-5	0.23	0.2	0	0	1.98	0	0.7	0	0
0	1	-5	0.24	0.22	0	0	2.14	0	0.76	0	0
0	1	-5	0.25	0.24	0.02	0	2.32	0	0.82	0	0
0	1	-5	0.26	0.28	0.02	0	2.5	0	0.9	0	0
0	1	-5	0.27	0.32	0.02	0	2.7	0	0.96	0	0
0	1	-5	0.28	0.34	0.02	0	2.9	0	1.04	0	0
0	1	-5	0.29	0.38	0.02	0	3.1	0	1.12	0	0
0	1	-5	0.3	0.42	0.04	0	3.34	0	1.2	0	0
0	1	-5	0.31	0.46	0.04	0	3.54	0	1.28	0	0
0	1	-5	0.32	0.5	0.04	0	3.78	0	1.38	0	0
0	1	-5	0.33	0.56	0.06	0	4	0	1.46	0	0
0	1	-5	0.34	0.6	0.06	0	4.26	0	1.56	0	0
0	1	-5	0.35	0.66	0.08	0	4.5	0	1.66	0	0
0	1	-5	0.36	0.72	0.08	0	4.76	0	1.76	0	0
0	1	-5	0.37	0.78	0.1	0	5.02	0	1.86	0	0
0	1	-5	0.38	0.84	0.1	0	5.3	0	1.98	0	0
0	1	-5	0.39	0.9	0.12	0	5.6	0	2.1	0	0
0	1	-5	0.4	0.96	0.14	0	5.88	0	2.2	0	0
0	1	-5	0.41	1.04	0.14	0	6.16	0	2.32	0	0
0	1	-5	0.42	1.1	0.16	0	6.5	0	2.44	0	0
0	1	-5	0.43	1.18	0.18	0	6.8	0	2.58	0	0
0	1	-5	0.44	1.26	0.2	0	7.12	0	2.72	0	0
0	1	-5	0.45	1.36	0.22	0	7.48	0	2.86	0	0
0	1	-5	0.46	1.44	0.24	0	7.82	0	2.98	0	0
0	1	-5	0.47	1.52	0.26	0	8.16	0	3.12	0	0
0	1	-5	0.48	1.62	0.3	0	8.52	0	3.28	0	0
0	1	-5	0.49	1.72	0.32	0	8.88	0	3.44	0	0
0	1	-5	0.5	1.82	0.36	0	9.26	0	3.6	0	0
0	1	-5	0.51	1.94	0.38	0	9.64	0	3.76	0	0
0	1	-5	0.52	2.04	0.42	0	10.02	0	3.94	0	0
0	1	-5	0.53	2.16	0.46	0	10.42	0	4.12	0	0
0	1	-5	0.54	2.28	0.5	0	10.82	0	4.28	0	0
0	1	-5	0.55	2.4	0.54	0	11.24	0	4.48	0	0
0	1	-5	0.56	2.54	0.58	0	11.66	0	4.66	0	0
0	1	-5	0.57	2.66	0.62	0	12.1	0	4.86	0	0
0	1	-5	0.58	2.8	0.68	0	12.54	0	5.06	0	0
0	1	-5	0.59	2.94	0.74	0	12.98	0	5.26	0	0
0	1	-5	0.6	3.1	0.8	0	13.46	0	5.48	0	0
0	1	-5	0.61	3.26	0.86	0	13.92	0	5.7	0	0
0	1	-5	0.62	3.4	0.92	0	14.4	0	5.92	0	0
0	1	-5	0.63	3.58	0.98	0	14.9	0	6.16	0	0
0	1	-5	0.64	3.74	1.06	0	15.38	0	6.4	0	0
0	1	-5	0.65	3.92	1.14	0	15.9	0	6.64	0	0
0	1	-5	0.66	4.1	1.22	0	16.42	0	6.88	0	0
0	1	-5	0.67	4.28	1.3	0	16.96	0	7.14	0	0
0	1	-5	0.68	4.48	1.4	0	17.48	0	7.4	0	0
0	1	-5	0.69	4.68	1.5	0	18.04	0	7.66	0	0
0	1	-5	0.7	4.88	1.6	0	18.62	0	7.92	0	0
0	1	-5	0.71	5.1	1.72	0	19.18	0	8.2	0	0
0	1	-5	0.72	5.32	1.82	0	19.74	0	8.48	0	0
0	1	-5	0.73	5.54	1.96	0	20	0	8.76	0	0
0	1	-5	0.74	5.78	2.08	0	20	0	9.04	0	0
0	1	-5	0.75	6.02	2.22	0	20	0	9.34	0	0
0	1	-5	0.76	6.26	2.36	0	20	0	9.64	0	0
0	1	-5	0.77	6.5	2.52	0	20	0	9.94	0	0
0	1	-5	0.78	6.76	2.68	0	20	0	10.24	0	0
0	1	-5	0.79	7.02	2.86	0	20	0	10.54	0	0
0	1	-5	0.8	7.3	3.04	0	20	0	10.86	0	0
0	1	-5	0.81	7.58	3.24	0	20	0	11.16	0	0
0	1	-5	0.82	7.86	3.44	0	20	0	11.48	0	0
0	1	-5	0.83	8.14	3.64	0	20	0	11.8	0	0
0	1	-5	0.84	8.44	3.88	0	20	0	12.12	0	0
0	1	-5	0.85	8.74	4.1	0	20	0	12.46	0	0
0	1	-5	0.86	9.06	4.36	0	20	0	12.76	0	0
0	1	-5	0.87	9.38	4.6	0	20	0	13.1	0	0
0	1	-5	0.88	9.7	4.88	0	20	0	13.44	0	0
0	1	-5	0.89	10.02	5.14	0	20	0	13.76	0	0
0	1	-5	0.9	10.36	5.44	0	20	0	14.08	0	0
0	1	-5	0.91	10.7	5.72	0	20	0	14.42	0	0
0	1	-5	0.92	11.06	6.02	0	20	0	14.76	0	0
0	1	-5	0.93	11.42	6.34	0	20	0	15.08	0	0
0	1	-5	0.94	11.78	6.66	0	20	0	15.42	0	0
0	1	-5	0.95	12.16	6.98	0	20	0	15.78	0	0
0	1	-5	0.96	12.54	7.3	0	20	0	16.1	0	0
0	1	-5	0.97	12.94	7.64	0	20	0	16.44	0	0
0	1	-5	0.98	13.34	7.98	0	20	0	16.76	0	0
